order_id,client_id,created_at,status,entered_workflow,attempted_login,login_success,order_complete,order_value
ORD-000074,CLT-078,2024-02-18T14:47:56,login_failed,1,1,0,0,
ORD-000075,CLT-076,2024-01-05T00:40:50,initiated_only,0,0,0,0,
ORD-000076,CLT-035,2024-04-21T21:30:20,workflow_abandoned,1,0,0,0,
ORD-000077,CLT-057,2024-06-26T21:12:31,workflow_abandoned,1,0,0,0,
ORD-000078,CLT-063,2024-01-18T17:13:13,login_failed,1,1,0,0,
ORD-000079,CLT-021,2024-03-05T00:59:47,login_failed,1,1,0,0,
ORD-000080,CLT-071,2024-01-08T03:01:15,login_failed,1,1,0,0,
ORD-000081,CLT-052,2024-06-16T22:46:31,initiated_only,0,0,0,0,
ORD-000082,CLT-070,2024-03-30T16:57:56,login_failed,1,1,0,0,
ORD-000083,CLT-057,2024-05-27T13:48:45,completed,1,1,1,1,4428.06
ORD-000084,CLT-063,2024-01-24T13:53:11,workflow_abandoned,1,0,0,0,
ORD-000085,CLT-021,2024-03-01T08:12:02,initiated_only,0,0,0,0,
ORD-000086,CLT-012,2024-02-13T15:10:51,initiated_only,0,0,0,0,
ORD-000087,CLT-060,2024-01-23T19:25:54,initiated_only,0,0,0,0,
ORD-000088,CLT-038,2024-04-08T19:30:55,initiated_only,0,0,0,0,
ORD-000089,CLT-062,2024-04-01T16:42:13,login_failed,1,1,0,0,
ORD-000090,CLT-066,2024-05-24T21:58:31,initiated_only,0,0,0,0,
ORD-000091,CLT-036,2024-05-30T00:55:37,initiated_only,0,0,0,0,
ORD-000092,CLT-065,2024-02-21T21:06:53,initiated_only,0,0,0,0,
ORD-000093,CLT-039,2024-06-11T14:55:14,initiated_only,0,0,0,0,
ORD-000094,CLT-063,2024-06-17T00:24:23,login_failed,1,1,0,0,
ORD-000095,CLT-070,2024-03-14T05:55:34,completed,1,1,1,1,2944.63
ORD-000096,CLT-030,2024-06-15T05:18:34,initiated_only,0,0,0,0,
ORD-000097,CLT-061,2024-05-16T22:36:00,initiated_only,0,0,0,0,
ORD-000098,CLT-020,2024-04-06T04:23:55,initiated_only,0,0,0,0,
ORD-000099,CLT-076,2024-03-05T11:12:26,initiated_only,0,0,0,0,
ORD-000100,CLT-057,2024-01-20T08:41:24,initiated_only,0,0,0,0,
ORD-000101,CLT-019,2024-03-20T14:38:19,initiated_only,0,0,0,0,
ORD-000102,CLT-010,2024-04-01T03:59:05,initiated_only,0,0,0,0,
ORD-000103,CLT-080,2024-05-14T12:14:14,login_failed,1,1,0,0,
ORD-000104,CLT-069,2024-03-14T18:58:19,initiated_only,0,0,0,0,
ORD-000105,CLT-063,2024-06-18T09:35:58,initiated_only,0,0,0,0,
ORD-000106,CLT-031,2024-05-02T13:25:24,initiated_only,0,0,0,0,
ORD-000107,CLT-030,2024-05-25T00:11:00,workflow_abandoned,1,0,0,0,
ORD-000108,CLT-013,2024-03-27T03:41:30,completed,1,1,1,1,469.37
ORD-000109,CLT-046,2024-03-13T18:53:09,login_failed,1,1,0,0,
ORD-000110,CLT-024,2024-02-03T00:10:52,login_failed,1,1,0,0,
ORD-000111,CLT-064,2024-06-26T06:05:29,initiated_only,0,0,0,0,
ORD-000112,CLT-033,2024-03-30T05:45:13,login_failed,1,1,0,0,
ORD-000113,CLT-070,2024-01-31T16:13:11,workflow_abandoned,1,0,0,0,
ORD-000114,CLT-039,2024-05-04T01:40:12,initiated_only,0,0,0,0,
ORD-000115,CLT-059,2024-06-13T03:24:06,workflow_abandoned,1,0,0,0,
ORD-000116,CLT-014,2024-02-16T01:27:31,login_failed,1,1,0,0,
ORD-000117,CLT-003,2024-06-10T04:15:19,initiated_only,0,0,0,0,
ORD-000118,CLT-073,2024-06-16T23:30:22,initiated_only,0,0,0,0,
ORD-000119,CLT-007,2024-06-25T19:46:57,initiated_only,0,0,0,0,
ORD-000120,CLT-037,2024-05-30T15:12:53,initiated_only,0,0,0,0,
ORD-000121,CLT-046,2024-02-12T12:38:06,initiated_only,0,0,0,0,
ORD-000122,CLT-018,2024-05-01T23:50:54,login_success_incomplete,1,1,1,0,
ORD-000123,CLT-047,2024-05-22T05:02:38,workflow_abandoned,1,0,0,0,
ORD-000124,CLT-054,2024-02-04T02:32:31,workflow_abandoned,1,0,0,0,
ORD-000125,CLT-047,2024-04-13T01:57:04,login_success_incomplete,1,1,1,0,
ORD-000126,CLT-038,2024-05-24T23:13:07,initiated_only,0,0,0,0,
ORD-000127,CLT-060,2024-01-15T14:55:13,workflow_abandoned,1,0,0,0,
ORD-000128,CLT-051,2024-06-13T05:27:17,initiated_only,0,0,0,0,
ORD-000129,CLT-051,2024-01-03T16:51:56,login_failed,1,1,0,0,
ORD-000130,CLT-034,2024-04-23T12:14:50,workflow_abandoned,1,0,0,0,
ORD-000131,CLT-030,2024-04-01T13:14:29,workflow_abandoned,1,0,0,0,
ORD-000132,CLT-079,2024-02-12T23:38:45,initiated_only,0,0,0,0,
ORD-000133,CLT-060,2024-06-25T14:03:12,initiated_only,0,0,0,0,
ORD-000134,CLT-015,2024-01-28T03:24:29,login_failed,1,1,0,0,
ORD-000135,CLT-031,2024-06-21T06:55:41,initiated_only,0,0,0,0,
ORD-000136,CLT-048,2024-05-10T04:41:32,initiated_only,0,0,0,0,
ORD-000137,CLT-070,2024-03-22T09:16:20,initiated_only,0,0,0,0,
ORD-000138,CLT-054,2024-05-07T04:09:26,login_failed,1,1,0,0,
ORD-000139,CLT-005,2024-05-14T00:56:27,login_failed,1,1,0,0,
ORD-000140,CLT-013,2024-05-13T03:30:05,workflow_abandoned,1,0,0,0,
ORD-000141,CLT-008,2024-03-18T07:27:54,workflow_abandoned,1,0,0,0,
ORD-000142,CLT-059,2024-01-18T19:13:44,initiated_only,0,0,0,0,
ORD-000143,CLT-077,2024-01-05T03:31:58,login_failed,1,1,0,0,
ORD-000144,CLT-027,2024-01-14T07:44:47,initiated_only,0,0,0,0,
ORD-000145,CLT-076,2024-02-11T22:24:22,initiated_only,0,0,0,0,
ORD-000146,CLT-019,2024-06-02T03:20:46,initiated_only,0,0,0,0,
ORD-000147,CLT-019,2024-01-26T05:48:26,initiated_only,0,0,0,0,
ORD-000148,CLT-015,2024-05-08T08:45:06,initiated_only,0,0,0,0,
ORD-000149,CLT-046,2024-06-02T09:35:43,initiated_only,0,0,0,0,
ORD-000150,CLT-003,2024-02-03T20:02:46,login_failed,1,1,0,0,
ORD-000151,CLT-009,2024-04-02T11:28:01,login_failed,1,1,0,0,
ORD-000152,CLT-029,2024-04-29T10:36:20,workflow_abandoned,1,0,0,0,
ORD-000153,CLT-067,2024-02-28T13:41:57,workflow_abandoned,1,0,0,0,
ORD-000154,CLT-062,2024-06-13T12:41:50,workflow_abandoned,1,0,0,0,
ORD-000155,CLT-057,2024-01-15T06:29:29,initiated_only,0,0,0,0,
ORD-000156,CLT-019,2024-01-13T18:06:05,login_failed,1,1,0,0,
ORD-000157,CLT-049,2024-04-26T00:02:52,initiated_only,0,0,0,0,
ORD-000158,CLT-078,2024-03-24T12:52:27,workflow_abandoned,1,0,0,0,
ORD-000159,CLT-071,2024-05-19T23:21:26,initiated_only,0,0,0,0,
ORD-000160,CLT-030,2024-03-21T08:30:39,login_failed,1,1,0,0,
ORD-000161,CLT-055,2024-03-01T16:27:55,initiated_only,0,0,0,0,
ORD-000162,CLT-020,2024-05-13T08:49:04,initiated_only,0,0,0,0,
ORD-000163,CLT-011,2024-01-19T02:29:01,workflow_abandoned,1,0,0,0,
ORD-000164,CLT-017,2024-04-18T00:52:32,workflow_abandoned,1,0,0,0,
ORD-000165,CLT-016,2024-03-20T18:30:25,workflow_abandoned,1,0,0,0,
ORD-000166,CLT-007,2024-02-25T20:27:00,initiated_only,0,0,0,0,
ORD-000167,CLT-074,2024-04-08T12:42:49,workflow_abandoned,1,0,0,0,
ORD-000168,CLT-014,2024-03-08T23:38:58,initiated_only,0,0,0,0,
ORD-000169,CLT-036,2024-04-21T11:29:59,login_failed,1,1,0,0,
ORD-000170,CLT-080,2024-04-29T03:27:31,initiated_only,0,0,0,0,
ORD-000171,CLT-078,2024-06-29T09:50:47,initiated_only,0,0,0,0,
ORD-000172,CLT-004,2024-02-05T00:47:59,workflow_abandoned,1,0,0,0,
ORD-000173,CLT-045,2024-01-02T04:27:18,login_failed,1,1,0,0,
ORD-000174,CLT-004,2024-01-18T19:37:18,initiated_only,0,0,0,0,
ORD-000175,CLT-054,2024-03-29T02:08:33,login_failed,1,1,0,0,
ORD-000176,CLT-073,2024-04-25T18:36:15,completed,1,1,1,1,3435.05
ORD-000177,CLT-035,2024-03-27T01:03:22,initiated_only,0,0,0,0,
ORD-000178,CLT-057,2024-03-21T10:14:10,workflow_abandoned,1,0,0,0,
ORD-000179,CLT-056,2024-01-22T12:47:01,workflow_abandoned,1,0,0,0,
ORD-000180,CLT-040,2024-01-09T19:39:36,workflow_abandoned,1,0,0,0,
ORD-000181,CLT-027,2024-02-28T12:42:57,initiated_only,0,0,0,0,
ORD-000182,CLT-033,2024-02-26T04:55:17,login_failed,1,1,0,0,
ORD-000183,CLT-049,2024-04-13T10:00:49,initiated_only,0,0,0,0,
ORD-000184,CLT-046,2024-01-14T23:53:46,workflow_abandoned,1,0,0,0,
ORD-000185,CLT-059,2024-06-27T20:55:41,login_failed,1,1,0,0,
ORD-000186,CLT-054,2024-02-26T05:14:19,login_failed,1,1,0,0,
ORD-000187,CLT-080,2024-03-30T08:12:25,initiated_only,0,0,0,0,
ORD-000188,CLT-012,2024-03-25T19:13:27,initiated_only,0,0,0,0,
ORD-000189,CLT-076,2024-03-18T18:13:53,initiated_only,0,0,0,0,
ORD-000190,CLT-040,2024-05-24T19:42:08,completed,1,1,1,1,747.33
ORD-000191,CLT-066,2024-02-07T15:39:24,initiated_only,0,0,0,0,
ORD-000192,CLT-019,2024-02-15T21:05:33,completed,1,1,1,1,3843.93
ORD-000193,CLT-010,2024-02-04T09:33:38,initiated_only,0,0,0,0,
ORD-000194,CLT-060,2024-05-26T11:58:20,initiated_only,0,0,0,0,
ORD-000195,CLT-073,2024-05-04T20:33:32,initiated_only,0,0,0,0,
ORD-000196,CLT-041,2024-01-30T07:30:44,login_failed,1,1,0,0,
ORD-000197,CLT-076,2024-01-11T21:46:51,login_failed,1,1,0,0,
ORD-000198,CLT-048,2024-06-10T11:59:14,workflow_abandoned,1,0,0,0,
ORD-000199,CLT-012,2024-04-29T10:08:48,initiated_only,0,0,0,0,
ORD-000200,CLT-075,2024-04-17T15:18:05,initiated_only,0,0,0,0,
ORD-000201,CLT-006,2024-03-28T07:54:39,initiated_only,0,0,0,0,
ORD-000202,CLT-025,2024-03-03T10:25:23,initiated_only,0,0,0,0,
ORD-000203,CLT-008,2024-03-28T11:35:23,workflow_abandoned,1,0,0,0,
ORD-000204,CLT-011,2024-04-07T23:22:07,initiated_only,0,0,0,0,
ORD-000205,CLT-057,2024-03-26T07:51:14,initiated_only,0,0,0,0,
ORD-000206,CLT-047,2024-03-13T09:36:58,initiated_only,0,0,0,0,
ORD-000207,CLT-044,2024-05-11T19:53:33,initiated_only,0,0,0,0,
ORD-000208,CLT-043,2024-01-13T19:10:17,login_failed,1,1,0,0,
ORD-000209,CLT-078,2024-06-18T13:46:41,login_failed,1,1,0,0,
ORD-000210,CLT-040,2024-05-07T09:26:11,initiated_only,0,0,0,0,
ORD-000211,CLT-077,2024-05-17T15:24:21,initiated_only,0,0,0,0,
ORD-000212,CLT-049,2024-05-04T22:53:45,initiated_only,0,0,0,0,
ORD-000213,CLT-068,2024-01-19T03:31:20,initiated_only,0,0,0,0,
ORD-000214,CLT-047,2024-01-04T12:57:37,login_success_incomplete,1,1,1,0,
ORD-000215,CLT-029,2024-01-27T17:06:03,login_failed,1,1,0,0,
ORD-000216,CLT-070,2024-06-11T03:56:25,initiated_only,0,0,0,0,
ORD-000217,CLT-044,2024-06-19T04:17:10,initiated_only,0,0,0,0,
ORD-000218,CLT-049,2024-01-30T22:52:11,workflow_abandoned,1,0,0,0,
ORD-000219,CLT-022,2024-05-20T00:57:22,login_failed,1,1,0,0,
ORD-000220,CLT-057,2024-04-28T13:34:51,workflow_abandoned,1,0,0,0,
ORD-000221,CLT-069,2024-02-16T10:36:21,workflow_abandoned,1,0,0,0,
ORD-000222,CLT-025,2024-03-12T10:15:47,initiated_only,0,0,0,0,
ORD-000223,CLT-057,2024-03-30T15:35:04,initiated_only,0,0,0,0,
ORD-000224,CLT-065,2024-04-12T10:08:26,completed,1,1,1,1,4390.41
ORD-000225,CLT-007,2024-05-04T12:06:39,login_failed,1,1,0,0,
ORD-000226,CLT-067,2024-06-14T06:43:16,completed,1,1,1,1,2664.09
ORD-000227,CLT-056,2024-01-18T19:24:58,initiated_only,0,0,0,0,
ORD-000228,CLT-058,2024-06-20T18:40:24,completed,1,1,1,1,1331.73
ORD-000229,CLT-011,2024-03-13T19:13:10,completed,1,1,1,1,1809.39
ORD-000230,CLT-019,2024-01-27T17:15:38,workflow_abandoned,1,0,0,0,
ORD-000231,CLT-018,2024-05-27T08:27:21,initiated_only,0,0,0,0,
ORD-000232,CLT-001,2024-06-24T21:36:06,login_failed,1,1,0,0,
ORD-000233,CLT-078,2024-04-12T11:35:36,workflow_abandoned,1,0,0,0,
ORD-000234,CLT-016,2024-01-10T06:31:42,workflow_abandoned,1,0,0,0,
ORD-000235,CLT-009,2024-01-22T12:38:06,initiated_only,0,0,0,0,
ORD-000236,CLT-069,2024-01-04T04:35:39,initiated_only,0,0,0,0,
ORD-000237,CLT-019,2024-02-26T13:25:33,completed,1,1,1,1,3388.98
ORD-000238,CLT-011,2024-04-11T15:36:53,initiated_only,0,0,0,0,
ORD-000239,CLT-068,2024-04-15T15:36:20,workflow_abandoned,1,0,0,0,
ORD-000240,CLT-050,2024-06-18T14:01:10,workflow_abandoned,1,0,0,0,
ORD-000241,CLT-033,2024-05-25T02:44:51,workflow_abandoned,1,0,0,0,
ORD-000242,CLT-014,2024-05-29T19:27:25,initiated_only,0,0,0,0,
ORD-000243,CLT-018,2024-01-09T14:37:09,login_failed,1,1,0,0,
ORD-000244,CLT-060,2024-05-15T00:44:55,completed,1,1,1,1,4729.3
ORD-000245,CLT-005,2024-02-26T23:32:29,workflow_abandoned,1,0,0,0,
ORD-000246,CLT-041,2024-03-01T05:03:30,initiated_only,0,0,0,0,
ORD-000247,CLT-070,2024-04-01T22:12:10,workflow_abandoned,1,0,0,0,
ORD-000248,CLT-046,2024-06-16T09:51:24,initiated_only,0,0,0,0,
ORD-000249,CLT-043,2024-02-23T01:16:54,login_failed,1,1,0,0,
ORD-000250,CLT-050,2024-03-06T20:01:30,initiated_only,0,0,0,0,
ORD-000251,CLT-064,2024-03-12T07:57:38,initiated_only,0,0,0,0,
ORD-000252,CLT-011,2024-05-21T04:26:40,login_failed,1,1,0,0,
ORD-000253,CLT-038,2024-03-03T08:57:13,login_failed,1,1,0,0,
ORD-000254,CLT-055,2024-02-02T08:37:15,initiated_only,0,0,0,0,
ORD-000255,CLT-006,2024-05-21T03:12:02,initiated_only,0,0,0,0,
ORD-000256,CLT-056,2024-02-23T07:31:14,initiated_only,0,0,0,0,
ORD-000257,CLT-008,2024-01-15T13:43:01,initiated_only,0,0,0,0,
ORD-000258,CLT-066,2024-06-04T13:22:40,initiated_only,0,0,0,0,
ORD-000259,CLT-004,2024-01-28T17:24:01,initiated_only,0,0,0,0,
ORD-000260,CLT-057,2024-01-07T18:10:29,login_failed,1,1,0,0,
ORD-000261,CLT-073,2024-01-07T06:55:35,initiated_only,0,0,0,0,
ORD-000262,CLT-048,2024-03-13T05:42:28,completed,1,1,1,1,1709.05
ORD-000263,CLT-036,2024-02-18T11:16:28,initiated_only,0,0,0,0,
ORD-000264,CLT-024,2024-04-06T21:42:48,initiated_only,0,0,0,0,
ORD-000265,CLT-016,2024-02-20T19:58:03,initiated_only,0,0,0,0,
ORD-000266,CLT-028,2024-04-28T19:33:15,workflow_abandoned,1,0,0,0,
ORD-000267,CLT-016,2024-01-27T08:32:24,initiated_only,0,0,0,0,
ORD-000268,CLT-057,2024-01-18T01:08:04,initiated_only,0,0,0,0,
ORD-000269,CLT-041,2024-05-09T16:21:32,login_failed,1,1,0,0,
ORD-000270,CLT-021,2024-05-18T05:16:15,initiated_only,0,0,0,0,
ORD-000271,CLT-023,2024-06-03T02:53:35,login_failed,1,1,0,0,
ORD-000272,CLT-031,2024-06-02T11:24:19,login_failed,1,1,0,0,
ORD-000273,CLT-071,2024-01-26T04:46:39,initiated_only,0,0,0,0,
ORD-000274,CLT-040,2024-03-18T07:33:35,initiated_only,0,0,0,0,
ORD-000275,CLT-068,2024-03-20T18:26:38,initiated_only,0,0,0,0,
ORD-000276,CLT-010,2024-01-25T08:03:54,initiated_only,0,0,0,0,
ORD-000277,CLT-058,2024-03-31T10:56:24,initiated_only,0,0,0,0,
ORD-000278,CLT-071,2024-05-04T05:39:20,initiated_only,0,0,0,0,
ORD-000279,CLT-017,2024-03-25T00:08:50,workflow_abandoned,1,0,0,0,
ORD-000280,CLT-067,2024-01-30T17:06:13,login_failed,1,1,0,0,
ORD-000281,CLT-067,2024-06-22T18:39:25,login_success_incomplete,1,1,1,0,
ORD-000282,CLT-039,2024-04-29T07:26:35,initiated_only,0,0,0,0,
ORD-000283,CLT-022,2024-04-24T22:01:38,initiated_only,0,0,0,0,
ORD-000284,CLT-080,2024-05-19T22:23:31,initiated_only,0,0,0,0,
ORD-000285,CLT-073,2024-01-08T23:58:45,initiated_only,0,0,0,0,
ORD-000286,CLT-006,2024-05-04T13:23:27,initiated_only,0,0,0,0,
ORD-000287,CLT-027,2024-05-28T22:17:16,initiated_only,0,0,0,0,
ORD-000288,CLT-004,2024-04-06T17:01:32,initiated_only,0,0,0,0,
ORD-000289,CLT-039,2024-04-03T18:41:09,workflow_abandoned,1,0,0,0,
ORD-000290,CLT-059,2024-01-15T04:04:44,initiated_only,0,0,0,0,
ORD-000291,CLT-054,2024-04-04T00:46:25,login_success_incomplete,1,1,1,0,
ORD-000292,CLT-045,2024-03-18T10:09:14,login_failed,1,1,0,0,
ORD-000293,CLT-060,2024-01-24T18:59:36,completed,1,1,1,1,2043.92
ORD-000294,CLT-079,2024-03-22T04:38:56,workflow_abandoned,1,0,0,0,
ORD-000295,CLT-042,2024-04-22T04:13:00,initiated_only,0,0,0,0,
ORD-000296,CLT-021,2024-04-06T18:05:08,initiated_only,0,0,0,0,
ORD-000297,CLT-040,2024-04-06T13:54:48,workflow_abandoned,1,0,0,0,
ORD-000298,CLT-031,2024-02-11T18:38:44,initiated_only,0,0,0,0,
ORD-000299,CLT-037,2024-04-06T02:22:26,initiated_only,0,0,0,0,
ORD-000300,CLT-061,2024-02-25T11:41:02,initiated_only,0,0,0,0,
ORD-000301,CLT-056,2024-01-27T00:10:55,initiated_only,0,0,0,0,
ORD-000302,CLT-052,2024-03-12T01:23:30,login_failed,1,1,0,0,
ORD-000303,CLT-037,2024-01-15T06:40:58,login_failed,1,1,0,0,
ORD-000304,CLT-080,2024-05-12T02:53:14,initiated_only,0,0,0,0,
ORD-000305,CLT-013,2024-03-17T11:43:27,workflow_abandoned,1,0,0,0,
ORD-000306,CLT-047,2024-05-26T14:23:33,login_failed,1,1,0,0,
ORD-000307,CLT-005,2024-01-27T14:38:08,initiated_only,0,0,0,0,
ORD-000308,CLT-067,2024-03-29T17:43:15,workflow_abandoned,1,0,0,0,
ORD-000309,CLT-079,2024-03-02T20:27:27,workflow_abandoned,1,0,0,0,
ORD-000310,CLT-039,2024-04-25T06:57:26,workflow_abandoned,1,0,0,0,
ORD-000311,CLT-073,2024-02-28T05:07:31,login_failed,1,1,0,0,
ORD-000312,CLT-054,2024-04-23T08:14:56,workflow_abandoned,1,0,0,0,
ORD-000313,CLT-004,2024-04-25T21:48:01,workflow_abandoned,1,0,0,0,
ORD-000314,CLT-075,2024-04-22T03:58:17,login_failed,1,1,0,0,
ORD-000315,CLT-080,2024-05-30T09:55:34,initiated_only,0,0,0,0,
ORD-000316,CLT-032,2024-01-07T03:07:45,initiated_only,0,0,0,0,
ORD-000317,CLT-025,2024-01-04T16:15:16,login_failed,1,1,0,0,
ORD-000318,CLT-065,2024-05-30T11:37:57,initiated_only,0,0,0,0,
ORD-000319,CLT-008,2024-05-17T01:09:03,login_failed,1,1,0,0,
ORD-000320,CLT-068,2024-03-14T04:07:50,login_failed,1,1,0,0,
ORD-000321,CLT-046,2024-05-11T05:46:33,initiated_only,0,0,0,0,
ORD-000322,CLT-034,2024-04-28T11:09:46,workflow_abandoned,1,0,0,0,
ORD-000323,CLT-039,2024-02-13T15:57:22,initiated_only,0,0,0,0,
ORD-000324,CLT-037,2024-05-16T21:04:35,workflow_abandoned,1,0,0,0,
ORD-000325,CLT-045,2024-04-18T20:03:41,initiated_only,0,0,0,0,
ORD-000326,CLT-036,2024-02-25T21:11:44,workflow_abandoned,1,0,0,0,
ORD-000327,CLT-051,2024-06-07T21:54:55,workflow_abandoned,1,0,0,0,
ORD-000328,CLT-006,2024-02-25T20:27:16,initiated_only,0,0,0,0,
ORD-000329,CLT-057,2024-05-07T09:03:04,completed,1,1,1,1,4678.51
ORD-000330,CLT-035,2024-01-27T15:44:18,workflow_abandoned,1,0,0,0,
ORD-000331,CLT-007,2024-05-10T01:39:09,initiated_only,0,0,0,0,
ORD-000332,CLT-030,2024-01-11T04:37:34,login_failed,1,1,0,0,
ORD-000333,CLT-018,2024-01-02T00:08:50,initiated_only,0,0,0,0,
ORD-000334,CLT-021,2024-03-20T00:19:34,initiated_only,0,0,0,0,
ORD-000335,CLT-061,2024-04-02T17:04:16,initiated_only,0,0,0,0,
